"시도교육청","지역교육청","지역","정보공시 학교코드","학교명","학교급코드","설립구분","제외여부","제외사유","주 출입구 접근로 설치여부","장애인 전용 주차구역 지정여부","주 출입구 높이차이 제거여부","출입구(문) 설치유무","복도","계단/승강기/경사로/휠체어리프트 유무","장애인용 대변기 설치여부","장애인용 소변기 설치여부","점자블록 설치여부","유도 및 안내설비 설치여부","경보 및 피난설비 설치여부"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001091","순천여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001092","순천연향중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001094","순천월전중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001095","순천이수중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001096","순천주암중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140001097","순천팔마중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001227","비금중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001228","신안신의중학교","03","공립","N","","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001229","신안증도중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001232","신안흑산중학교","03","공립","N","","미설치","단순설치","적정설치","적정설치","미설치","미설치","미설치","적정설치","적정설치","미설치","미설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001233","안좌중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001234","암태중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001235","압해중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001236","임자중학교","03","공립","N","","적정설치","적정설치","미설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001237","자은중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001238","장산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001239","지명중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140001240","하의중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001365","돌산중앙중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001367","무선중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001371","여선중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001372","여수개도중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001373","여수구봉중학교","03","공립","N","","적정설치","단순설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001374","여수문수중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001375","여수여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001376","여수종고중학교","03","사립","N","","미설치","적정설치","적정설치","미설치","미설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001377","여수중앙여자중학교","03","사립","N","","미설치","미설치","미설치","미설치","미설치","미설치","적정설치","미설치","미설치","미설치","미설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001378","여수중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","미설치","미설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001381","율촌중학교","03","공립","N","","단순설치","단순설치","단순설치","단순설치","단순설치","미설치","단순설치","단순설치","단순설치","단순설치","단순설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001382","진남여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001383","진성여자중학교","03","사립","N","","미설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001384","충덕중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001385","화양중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001466","화태초등학교돌산중학교화태분교장","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001561","여도중학교","03","사립","N","","미설치","단순설치","미설치","단순설치","미설치","미설치","단순설치","단순설치","미설치","미설치","미설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140001562","여양중학교","03","사립","N","","미설치","적정설치","미설치","미설치","미설치","미설치","미설치","미설치","미설치","미설치","미설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001649","법성중학교","03","공립","N","","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","단순설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001651","성지송학중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001652","영광군남중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001653","영광대마중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001655","영광백수중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001658","영광여자중학교","03","공립","N","","단순설치","단순설치","단순설치","단순설치","단순설치","미설치","단순설치","단순설치","단순설치","단순설치","단순설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001659","영광염산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001661","영광중학교","03","공립","N","","미설치","단순설치","단순설치","적정설치","적정설치","적정설치","단순설치","적정설치","미설치","적정설치","적정설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001662","영광홍농중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도영광교육지원청","전라남도 영광군","S140001663","해룡중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001732","구림중학교","03","공립","N","","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001733","삼호서중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001734","삼호중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001735","시종중학교","03","사립","N","","단순설치","단순설치","적정설치","미설치","미설치","미설치","단순설치","미설치","단순설치","단순설치","미설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001736","신북중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001737","영암금정중학교","03","공립","Y","본교는 초중통합학교로 초등학교에서 입력하므로 제외함.","","","","","","","","","","",""
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001738","영암낭주중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001739","영암도포중학교","03","공립","N","","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001740","영암미암중학교","03","공립","N","","적정설치","적정설치","적정설치","미설치","적정설치","미설치","미설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001741","영암서호중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001742","영암여자중학교","03","사립","N","","단순설치","단순설치","단순설치","단순설치","단순설치","미설치","단순설치","단순설치","단순설치","적정설치","단순설치"
"전라남도교육청","전라남도영암교육지원청","전라남도 영암군","S140001743","영암중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001800","고금중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001801","군외중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001802","금당중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001803","금일중학교","03","공립","N","","적정설치","단순설치","단순설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","미설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001805","노화중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001807","소안중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001808","약산중학교","03","공립","N","","미설치","단순설치","단순설치","단순설치","단순설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001809","완도보길중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001810","완도신지중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","단순설치","미설치","적정설치","적정설치","단순설치","단순설치","단순설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001811","완도여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001812","완도중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001813","청산중학교","03","공립","N","","미설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140001841","넙도초등학교노화중학교넙도분교장","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","단순설치","적정설치"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001911","삼계중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001913","장성남중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001914","장성백암중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001915","장성삼서중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001917","장성여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001918","장성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장성교육지원청","전라남도 장성군","S140001919","장성황룡중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001958","대덕중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001959","장흥관산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001960","장흥안양중학교","03","공립","N","","적정설치","적정설치","적정설치","단순설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001961","장흥여자중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001962","장흥용산중학교","03","공립","N","","단순설치","단순설치","단순설치","단순설치","적정설치","단순설치","적정설치","적정설치","단순설치","단순설치","단순설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001963","장흥유치중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001964","장흥장평중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001965","장흥중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도장흥교육지원청","전라남도 장흥군","S140001966","장흥회덕중학교","03","공립","N","","미설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002014","고성중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002015","석교중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002016","의신중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002017","조도중학교","03","공립","N","","미설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002019","진도군내중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002020","진도중학교","03","사립","N","","적정설치","적정설치","단순설치","단순설치","단순설치","미설치","단순설치","단순설치","단순설치","적정설치","적정설치"
"전라남도교육청","전라남도진도교육지원청","전라남도 진도군","S140002021","진도지산중학교","03","사립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002096","함평손불중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002097","함평신광중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002098","함평여자중학교","03","공립","N","","적정설치","적정설치","적정설치","미설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002099","함평월야중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002100","함평중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도함평교육지원청","전라남도 함평군","S140002101","함평해보중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002143","두륜중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002144","북평중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002145","산이중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","미설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002146","송지중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002148","우수영중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002151","해남제일중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002153","해남중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002154","현산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002155","화산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002156","화원중학교","03","사립","N","","단순설치","적정설치","적정설치","단순설치","단순설치","단순설치","적정설치","적정설치","단순설치","적정설치","단순설치"
"전라남도교육청","전라남도해남교육지원청","전라남도 해남군","S140002157","황산중학교","03","공립","N","","미설치","미설치","미설치","미설치","미설치","미설치","적정설치","적정설치","미설치","미설치","미설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002255","능주중학교","03","사립","N","","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","미설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002257","화순도곡중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002258","화순도암중학교","03","공립","N","","적정설치","적정설치","미설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002259","화순동면중학교","03","공립","N","","적정설치","단순설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","미설치","미설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002261","화순동복중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002262","화순북면중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","미설치","적정설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002263","화순사평중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002265","화순이양중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002266","화순제일중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도화순교육지원청","전라남도 화순군","S140002267","화순중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003246","거문중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","단순설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도나주교육지원청","전라남도 나주시","S140003475","남평중학교다도분교장","03","공립","N","","미설치","적정설치","단순설치","미설치","미설치","미설치","적정설치","적정설치","미설치","미설치","미설치"
"전라남도교육청","전라남도완도교육지원청","전라남도 완도군","S140003690","금일중학교생일분교장","03","공립","N","","적정설치","적정설치","적정설치","적정설치","미설치","미설치","미설치","미설치","단순설치","미설치","미설치"
"전라남도교육청","전라남도신안교육지원청","전라남도 신안군","S140003934","가거도초등학교신안흑산중학교가거도분교장","03","공립","N","","미설치","미설치","미설치","미설치","미설치","미설치","적정설치","적정설치","단순설치","미설치","미설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003937","돌산중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003940","여남중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003941","화양중학교화양남분교장","03","공립","N","","미설치","미설치","미설치","미설치","적정설치","미설치","미설치","미설치","미설치","미설치","미설치"
"전라남도교육청","전라남도여수교육지원청","전라남도 여수시","S140003948","여천중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도보성교육지원청","전라남도 보성군","S140004883","용정중학교","03","사립","N","","단순설치","미설치","적정설치","단순설치","미설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
"전라남도교육청","전라남도순천교육지원청","전라남도 순천시","S140004892","순천풍덕중학교","03","공립","N","","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치","적정설치"
